Date,Water_Level,Rainfall_mm,PET_mm,Avg_Temp_C,Lat,Lon,Elevation,Soil_Type,LULC,Prev_Level,Rainfall_7day,Rainfall_30days,PET_30days,Target_Recharge,Soil_Type_Clay,Soil_Type_Loam,Soil_Type_Sand,LULC_Agri,LULC_Forest,LULC_Urban
2020-01-30,59.51233069499035,4.15125352071871,0.6746609107571078,33.892689861764374,10.1,78.2,300,Sand,Urban,58.482499912608354,18.346769108667132,145.73278802213133,78.1480106371596,-3.9960602239015017,0.0,0.0,1.0,0.0,0.0,1.0
2020-01-31,52.02658859546323,2.3188273845983023,4.97429820791011,23.17984134864693,10.2,78.2,250,Sand,Agri,59.51233069499035,18.401826935582037,142.2744480102043,78.73726043946144,-3.6530631724817013,0.0,0.0,1.0,1.0,0.0,0.0
2020-02-01,64.8002720481638,2.671824664000048,3.1931185447407264,23.927434979422166,10.0,78.2,250,Loam,Urban,52.02658859546323,20.298170000857155,136.08619128627572,79.10260372972675,-4.113438158169515,0.0,1.0,0.0,0.0,0.0,1.0
2020-02-02,62.61383553928564,1.5214709503078139,4.727089570371125,22.76571411029098,10.0,78.1,200,Clay,Forest,64.8002720481638,17.163764670940964,136.91991706262928,81.70080363414704,-0.029147206544749338,1.0,0.0,0.0,0.0,1.0,0.0
2020-02-03,52.22384041572607,8.196525133522101,1.942221547841968,33.973643899631554,10.2,78.0,300,Clay,Forest,62.61383553928564,23.997469654461668,136.39521702232105,81.73703800195229,-8.873348499185248,1.0,0.0,0.0,0.0,1.0,0.0
2020-02-04,61.04382824307381,0.11062122821257292,0.05778565065501229,27.026569517463813,10.1,78.0,300,Loam,Forest,52.22384041572607,19.475968823607015,136.15322140733906,77.40880581623158,4.4953182933439635,0.0,1.0,0.0,0.0,1.0,0.0
2020-02-05,55.88858226495192,7.603113550684021,2.2100722464012645,26.87179137634264,10.2,78.2,200,Loam,Urban,61.04382824307381,26.57363643204357,135.81671079652415,77.1140295296351,5.577863584481904,0.0,1.0,0.0,0.0,0.0,1.0
2020-02-06,50.75523160787942,6.031841226645852,1.1734267432019785,30.961003917544765,10.2,78.0,300,Sand,Urban,55.88858226495192,28.454224137970712,138.02770397569432,74.13330832212951,-2.1104709119348897,0.0,0.0,1.0,0.0,0.0,1.0
2020-02-07,53.78003278373877,4.037535082848228,3.686398163178673,31.37711220512675,10.1,78.0,300,Clay,Urban,50.75523160787942,30.172931836220638,134.46666949345484,76.63751386579854,-9.609997834333925,1.0,0.0,0.0,0.0,0.0,1.0
2020-02-08,65.05587846845596,3.359146026303849,3.5060701293809555,33.95585332439186,10.0,78.2,200,Loam,Urban,53.78003278373877,30.86025319852444,137.41926658179244,78.47648896464332,6.487371629318275,0.0,1.0,0.0,0.0,0.0,1.0
2020-02-09,60.41771806170418,8.871659077179855,4.0826038084749054,23.174606286790684,10.1,78.2,300,Clay,Urban,65.05587846845596,38.21044132539648,141.0961779899587,78.0558047632722,6.083320012446485,1.0,0.0,0.0,0.0,0.0,1.0
2020-02-10,58.234304160342454,7.897146179275516,1.7883521649666863,32.777255103132795,10.2,78.2,300,Clay,Agri,60.41771806170418,37.911062371149896,140.0151921182364,77.96369379918788,5.425488143699852,1.0,0.0,0.0,1.0,0.0,0.0
2020-02-11,61.049962905331164,0.7360877495766416,2.2937698255258288,22.33363335081634,10.0,78.2,300,Sand,Agri,58.234304160342454,38.536528892513964,131.83397804564476,78.117785244926,-5.9491782471163575,0.0,0.0,1.0,1.0,0.0,0.0
2020-02-12,50.99185730788698,5.655447076751435,4.400474910589322,27.772866224941588,10.2,78.0,300,Sand,Agri,61.049962905331164,36.58886241858138,128.6965367659538,78.48791830960606,-12.88879752115293,0.0,0.0,1.0,1.0,0.0,0.0
2020-02-13,62.33088661389918,0.44042143934796774,1.5413335990831356,30.384508937754582,10.2,78.1,200,Sand,Forest,50.99185730788698,30.997442631283494,121.78734135290311,78.14591318406454,-3.772247737691103,0.0,0.0,1.0,0.0,1.0,0.0
2020-02-14,59.59201333208041,8.24860781447532,1.8093009214612887,24.032987560822775,10.0,78.0,300,Loam,Forest,62.33088661389918,35.20851536291059,123.98674661204815,78.67783865803695,-1.8310420886462637,0.0,1.0,0.0,0.0,1.0,0.0
2020-02-15,66.27641331396966,8.288731184263488,3.423892792458076,33.87502337536311,10.1,78.2,200,Sand,Urban,59.59201333208041,40.138100520870225,130.87431062647443,81.43176385134534,-2.0322099992362013,0.0,0.0,1.0,0.0,0.0,1.0
2020-02-16,50.61622552918267,0.16091424057431247,3.882496281474675,23.44270176888177,10.2,78.2,200,Sand,Agri,66.27641331396966,31.427355684264683,127.80285966702883,83.63715583810453,-8.14257378201485,0.0,0.0,1.0,1.0,0.0,0.0
2020-02-17,58.008919208685896,3.411969501927319,1.8513240866212795,26.288576595773065,10.1,78.1,200,Sand,Urban,50.61622552918267,26.942179006916486,121.53152379507644,84.05303254065997,-7.567610579529145,0.0,0.0,1.0,0.0,0.0,1.0
2020-02-18,51.44095308749306,1.3496066342837532,0.1181919651404173,33.872654597284196,10.1,78.0,250,Loam,Forest,58.008919208685896,27.5556978916236,116.69035628937844,80.04414969915501,-10.467790601386326,0.0,1.0,0.0,0.0,1.0,0.0
2020-02-19,56.23377639021323,9.049222503899841,1.0639516126888349,23.454032342446588,10.0,78.1,200,Sand,Forest,51.44095308749306,30.949473318772004,121.92221337340986,79.38119405491577,-2.4933662074670977,0.0,0.0,1.0,0.0,1.0,0.0
2020-02-20,56.63825148649038,3.872286676666916,2.767034806954969,20.353986702476902,10.1,78.1,200,Clay,Forest,56.23377639021323,34.38133855609095,123.97050868673692,78.75983084579424,1.4118941784421253,1.0,0.0,0.0,0.0,1.0,0.0
2020-02-21,61.992204283908976,2.6144880556752015,2.7485789700465353,32.00007267124961,10.2,78.1,250,Loam,Urban,56.63825148649038,28.74721879729083,118.20783090837615,77.15588703166993,1.1540659818568386,0.0,1.0,0.0,0.0,0.0,1.0
2020-02-22,56.23551837038743,8.235994406933937,2.222028417097576,21.511492200357143,10.0,78.1,300,Loam,Urban,61.992204283908976,28.694482019961285,123.03025689662142,78.14239757231897,-1.5609016931309085,0.0,1.0,0.0,0.0,0.0,1.0
2020-02-23,62.9322320263808,0.5328286978891283,2.547601193628605,29.972953067807097,10.1,78.2,300,Clay,Urban,56.23551837038743,29.066396477276097,121.29931603682716,77.36212457159765,-6.986843126462716,1.0,0.0,0.0,0.0,0.0,1.0
2020-02-24,68.11264323696142,7.259890000134284,3.7788319545812676,26.616504689038077,10.1,78.2,300,Clay,Agri,62.9322320263808,32.91431697548306,127.78372443823652,77.20935827484293,7.359335534423387,1.0,0.0,0.0,1.0,0.0,0.0
2020-02-25,64.34472790021027,2.568548514450085,1.757042019706832,33.59123851523269,10.2,78.2,300,Sand,Agri,68.11264323696142,34.133258855649395,125.6963966724626,74.12618241537629,-5.514971696997392,0.0,0.0,1.0,1.0,0.0,0.0
2020-02-26,58.59599142223663,9.99072099760328,0.489122552783694,32.722171489590224,10.1,78.0,200,Sand,Forest,64.34472790021027,35.074757349352836,134.32429752006448,72.78136599859047,4.9933053510887575,0.0,0.0,1.0,0.0,1.0,0.0
2020-02-27,62.3478665323422,6.171642783319635,4.770752025510205,20.95177904104664,10.2,78.0,250,Sand,Agri,58.59599142223663,37.37411345600555,135.8638182443169,74.90220870247828,-3.6377123105682116,0.0,0.0,1.0,1.0,0.0,0.0
2020-02-28,58.64813968829058,2.9684795810023514,4.808034307455154,31.42393695596657,10.1,78.1,200,Sand,Urban,62.3478665323422,37.7281049813327,138.32685188307178,78.28985993068821,7.1911530013228315,0.0,0.0,1.0,0.0,0.0,1.0
